PLoS_One_ID	AGI	length	DM
At_F0238	AT1G78760.1	453	FBD|3.9e-12|368-411
At_F0239	AT1G67390.1	480	AO_FBX|1.3e-11|40-87
At_F0239	AT1G67390.1	480	F-box|2.5e-07|42-80
At_F0240	AT3G58820.1	414	AO_FBX|4e-11|3-45
At_F0240	AT3G58820.1	414	F-box|3.6e-07|5-39
At_F0240	AT3G58820.1	414	FBD|0.0014|326-358
At_F0241	AT3G08810.1	344	AO_FBX|2e-08|22-68
At_F0241	AT3G08810.1	344	F-box|2.5e-06|25-64
At_F0241	AT3G08810.1	344	Kelch_2|5e-06|126-168
At_F0242	AT2G16810.1	296	AO_FBX|1.3e-12|41-82
At_F0242	AT2G16810.1	296	F-box|1.3e-06|42-79
At_F0242	AT2G16810.1	296	FBA_3|4.7e-10|242-278
At_F0243	AT2G39415.1	120	AO_FBX|9.9e-14|37-80
At_F0243	AT2G39415.1	120	F-box|1.6e-06|39-76
At_F0244	AT3G19560.1	362	AO_FBX|2.4e-12|2-49
At_F0244	AT3G19560.1	362	F-box|7.5e-09|7-48
At_F0244	AT3G19560.1	362	FBA_1|1.1e-53|197-357
At_F0245	AT3G29830.1	465	AO_FBX|1.9e-09|7-45
At_F0245	AT3G29830.1	465	F-box|2.8e-07|9-44
At_F0245	AT3G29830.1	465	LRR_4|0.95|174-210
At_F0245	AT3G29830.1	465	FBD|0.33|389-417
At_F0246	AT3G18150.1	456	AO_FBX|2e-13|31-75
At_F0246	AT3G18150.1	456	F-box-like|4.9e-06|33-73
At_F0246	AT3G18150.1	456	LRR_2|0.0091|169-193
At_F0247	AT2G31470.1	388	AO_FBX|7.6e-11|22-66
At_F0247	AT2G31470.1	388	F-box|2.2e-06|25-60
At_F0247	AT2G31470.1	388	FBA_3|1.3e-32|224-348
At_F0248	AT5G25290.1	398	AO_FBX|1.1e-09|12-57
At_F0248	AT5G25290.1	398	F-box|3.4e-08|13-50
At_F0248	AT5G25290.1	398	DUF295|2.7e-11|320-374
At_F0249	AT1G59680.2	318	AO_FBX|6.7e-10|2-40
At_F0249	AT1G59680.2	318	F-box|7.5e-09|3-41
At_F0249	AT1G59680.2	318	FBA_1|1.8e-38|169-306
At_F0250	AT5G15660.1	439	AO_FBX|4.9e-11|24-68
At_F0250	AT5G15660.1	439	F-box|5.2e-07|24-65
At_F0250	AT5G15660.1	439	FBA_3|9.9e-29|223-347
At_F0251	AT2G16220.1	408	AO_FBX|2.6e-11|6-47
At_F0251	AT2G16220.1	408	F-box|6.2e-07|7-46
At_F0251	AT2G16220.1	408	FBA_3|1.3e-29|203-335
At_F0252	AT5G22670.1	444	AO_FBX|9.5e-14|9-55
At_F0252	AT5G22670.1	444	F-box|1.4e-05|12-51
At_F0252	AT5G22670.1	444	LRR_2|1.3e-07|158-182
At_F0252	AT5G22670.1	444	Toprim|0.26|178-220
At_F0252	AT5G22670.1	444	FBD|1.3e-17|366-410
At_F0253	AT3G47030.1	415	AO_FBX|9.3e-12|33-76
At_F0253	AT3G47030.1	415	F-box|5.4e-07|33-70
At_F0253	AT3G47030.1	415	FBA_3|6e-26|229-361
At_F0254	AT5G07610.1	421	AO_FBX|1.1e-09|35-72
At_F0254	AT5G07610.1	421	F-box|5.2e-08|35-70
At_F0254	AT5G07610.1	421	FBA_1|0.034|238-372
At_F0254	AT5G07610.1	421	DUF4221|0.062|271-410
At_F0255	AT5G22660.2	451	AO_FBX|7.8e-11|12-55
At_F0255	AT5G22660.2	451	F-box|7.4e-06|14-50
At_F0255	AT5G22660.2	451	LRR_2|2.1e-06|159-184
At_F0255	AT5G22660.2	451	FBD|1.9e-16|370-414
At_F0256	AT3G51171.1	257	AO_FBX|2.1e-10|4-45
At_F0256	AT3G51171.1	257	F-box|7.5e-08|4-42
At_F0256	AT3G51171.1	257	FBA_1|2.9e-10|202-246
At_F0257	AT4G26340.1	420	AO_FBX|7.1e-11|2-39
At_F0257	AT4G26340.1	420	F-box|1.5e-07|3-38
At_F0257	AT4G26340.1	420	LRR_2|3.7e-06|151-176
At_F0257	AT4G26340.1	420	FBD|3.5e-17|343-387
At_F0258	AT1G19160.1	351	AO_FBX|2.7e-10|2-42
At_F0258	AT1G19160.1	351	F-box|1.1e-05|2-37
At_F0258	AT1G19160.1	351	FBA_3|3e-27|183-303
At_F0259	AT1G53550.1	409	AO_FBX|5e-11|31-71
At_F0259	AT1G53550.1	409	F-box|1.3e-06|35-71
At_F0259	AT1G53550.1	409	FBA_3|1e-34|237-350
At_F0260	AT1G19070.1	84	AO_FBX|1e-11|2-44
At_F0260	AT1G19070.1	84	F-box|2.6e-07|4-37
At_F0261	AT1G30790.1	400	AO_FBX|1.7e-09|6-51
At_F0261	AT1G30790.1	400	F-box|4.1e-05|6-45
At_F0261	AT1G30790.1	400	FBA_3|2.3e-36|218-348
At_F0261	AT1G30790.1	400	DUF1133|0.059|265-330
At_F0262	AT3G17270.1	136	AO_FBX|4.6e-13|3-50
At_F0262	AT3G17270.1	136	F-box-like|7.6e-08|5-50
At_F0262	AT3G17270.1	136	Crust_neurohorm|0.4|25-52
At_F0263	AT3G17570.1	382	AO_FBX|4.9e-09|2-45
At_F0263	AT3G17570.1	382	F-box|5.9e-06|2-45
At_F0263	AT3G17570.1	382	FBA_1|5.1e-44|194-364
At_F0264	AT3G52030.1	455	AO_FBX|6.3e-08|21-68
At_F0264	AT3G52030.1	455	F-box|2.5e-06|22-67
At_F0264	AT3G52030.1	455	ANAPC4_WD40|0.8|218-269
At_F0264	AT3G52030.1	455	3-dmu-9_3-mt|0.48|292-341
At_F0264	AT3G52030.1	455	PQQ_2|0.21|314-380
At_F0265	AT3G58920.1	471	AO_FBX|1.7e-09|2-39
At_F0265	AT3G58920.1	471	F-box|1.8e-06|3-39
At_F0265	AT3G58920.1	471	LRR_2|8.8e-06|163-189
At_F0265	AT3G58920.1	471	FBD|0.02|392-434
At_F0266	AT4G22660.1	397	AO_FBX|8.2e-09|8-49
At_F0266	AT4G22660.1	397	F-box|2.4e-07|9-50
At_F0266	AT4G22660.1	397	WD40_3|0.39|96-137
At_F0266	AT4G22660.1	397	DUF295|0.00013|317-358
At_F0267	AT1G30950.1	443	AO_FBX|2.6e-09|46-92
At_F0267	AT1G30950.1	443	F-box|7.3e-06|46-81
At_F0268	AT1G31080.1	356	AO_FBX|3e-10|8-51
At_F0268	AT1G31080.1	356	F-box|1e-07|9-47
At_F0268	AT1G31080.1	356	FBA_3|2.2e-34|135-259
At_F0269	AT1G80110.1	258	AO_FBX|9.2e-08|2-45
At_F0269	AT1G80110.1	258	F-box|3.8e-06|2-44
At_F0269	AT1G80110.1	258	PP2|1.1e-50|92-255
At_F0270	AT2G26860.2	406	AO_FBX|4e-11|2-43
At_F0270	AT2G26860.2	406	F-box|2e-06|3-38
At_F0270	AT2G26860.2	406	LRR_2|1.2e-07|156-181
At_F0270	AT2G26860.2	406	FBD|2.3e-15|352-394
At_F0271	AT5G42430.1	396	AO_FBX|2.2e-10|8-51
At_F0271	AT5G42430.1	396	F-box|3.9e-07|9-50
At_F0271	AT5G42430.1	396	CC2D2AN-C2|0.14|68-123
At_F0271	AT5G42430.1	396	Taeniidae_ag|0.28|139-162
At_F0271	AT5G42430.1	396	FBA_3|2.1e-36|203-331
At_F0272	AT3G28223.1	392	AO_FBX|9.3e-08|15-54
At_F0272	AT3G28223.1	392	F-box|2.1e-07|15-54
At_F0273	AT3G57590.1	405	AO_FBX|5.8e-10|4-46
At_F0273	AT3G57590.1	405	F-box|9.9e-08|5-44
At_F0273	AT3G57590.1	405	FBA_3|3.2e-37|197-328
At_F0274	AT4G39760.1	370	AO_FBX|6.9e-08|15-62
At_F0274	AT4G39760.1	370	F-box|1.1e-05|16-57
At_F0274	AT4G39760.1	370	Kelch_2|0.023|124-161
At_F0274	AT4G39760.1	370	Kelch_1|3.1e-10|167-210
At_F0274	AT4G39760.1	370	PTPLA|0.27|248-273
At_F0275	AT5G25850.1	482	AO_FBX|6.5e-09|21-62
At_F0275	AT5G25850.1	482	F-box|1.6e-07|22-60
At_F0275	AT5G25850.1	482	LRR_2|3.2e-09|164-189
At_F0275	AT5G25850.1	482	FBD|5.9e-14|405-450
At_F0276	AT2G02360.1	273	AO_FBX|2.9e-06|11-58
At_F0276	AT2G02360.1	273	F-box|7.6e-06|13-57
At_F0276	AT2G02360.1	273	PP2|9.8e-56|104-268
At_F0278	AT3G59150.1	476	AO_FBX|7.9e-11|9-60
At_F0278	AT3G59150.1	476	F-box|2.1e-06|15-53
At_F0279	AT3G59210.1	485	AO_FBX|2.8e-10|3-52
At_F0279	AT3G59210.1	485	F-box|4.1e-05|9-42
At_F0279	AT3G59210.1	485	Peptidase_C28|0.53|59-109
At_F0279	AT3G59210.1	485	Trehalose_PPase|0.34|77-123
At_F0279	AT3G59210.1	485	LRR_2|3.9e-08|162-188
At_F0280	AT4G04690.1	379	AO_FBX|1.9e-07|10-52
At_F0280	AT4G04690.1	379	F-box|7.5e-06|10-47
At_F0280	AT4G04690.1	379	Kelch_6|0.43|90-137
At_F0280	AT4G04690.1	379	FBA_1|6.1e-35|199-372
At_F0281	AT4G09870.1	338	F-box|5.4e-08|1-42
At_F0281	AT4G09870.1	338	AO_FBX|5.5e-09|2-44
At_F0281	AT4G09870.1	338	FBA_1|1.2e-44|152-322
At_F0282	AT4G26350.1	432	AO_FBX|8.4e-11|3-44
At_F0282	AT4G26350.1	432	F-box|5.4e-06|4-41
At_F0282	AT4G26350.1	432	LRR_2|0.00032|151-175
At_F0282	AT4G26350.1	432	FBD|9.3e-16|352-393
At_F0283	AT1G23780.1	476	AO_FBX|7.2e-06|320-367
At_F0283	AT1G23780.1	476	F-box-like|1.7e-07|324-367
At_F0284	AT1G48400.1	514	AO_FBX|6.8e-12|9-54
At_F0284	AT1G48400.1	514	F-box|1.5e-06|11-46
At_F0284	AT1G48400.1	514	LRR_2|0.81|166-190
At_F0284	AT1G48400.1	514	DNA_pol_phi|0.0016|283-325
At_F0284	AT1G48400.1	514	Nop14|0.4|284-324
At_F0284	AT1G48400.1	514	RRN3|0.08|286-325
At_F0284	AT1G48400.1	514	zf-Tim10_DDP|0.09|409-454
At_F0285	AT1G50870.1	397	AO_FBX|7.1e-12|31-70
At_F0285	AT1G50870.1	397	F-box|6.2e-08|32-67
At_F0285	AT1G50870.1	397	FBA_3|6.9e-36|223-349
At_F0286	AT2G41170.2	405	F-box|7.7e-07|57-102
At_F0286	AT2G41170.2	405	AO_FBX|0.00017|58-104
At_F0287	AT4G13960.2	465	AO_FBX|4.4e-11|2-49
At_F0287	AT4G13960.2	465	F-box|2.2e-06|4-39
At_F0287	AT4G13960.2	465	FBD|0.31|383-409
At_F0288	AT4G34170.1	294	AO_FBX|3.2e-07|11-55
At_F0288	AT4G34170.1	294	F-box|2.9e-06|12-54
At_F0288	AT4G34170.1	294	Kelch_1|2.1e-11|85-127
At_F0288	AT4G34170.1	294	Kelch_1|5.7e-14|129-170
At_F0288	AT4G34170.1	294	Kelch_2|0.0019|222-259
At_F0289	AT1G12170.1	365	AO_FBX|2e-09|5-47
At_F0289	AT1G12170.1	365	F-box|7.3e-07|6-43
At_F0289	AT1G12170.1	365	FBA_1|1.5e-38|200-359
At_F0290	AT1G47300.1	307	AO_FBX|1.6e-11|4-48
At_F0290	AT1G47300.1	307	F-box|1.3e-06|5-45
At_F0290	AT1G47300.1	307	DUF2069|0.085|14-59
At_F0290	AT1G47300.1	307	EIIBC-GUT_N|0.066|179-281
At_F0290	AT1G47300.1	307	AAA_11|0.39|185-280
At_F0290	AT1G47300.1	307	D123|0.18|218-295
At_F0290	AT1G47300.1	307	Eapp_C|0.16|219-279
At_F0290	AT1G47300.1	307	DUF5523|0.071|220-278
At_F0290	AT1G47300.1	307	CDC45|0.24|222-276
At_F0290	AT1G47300.1	307	Nop14|0.035|231-277
At_F0290	AT1G47300.1	307	DDHD|0.15|233-276
At_F0290	AT1G47300.1	307	Saw1|0.99|235-278
At_F0290	AT1G47300.1	307	DUF2052|0.016|237-276
At_F0290	AT1G47300.1	307	TLP-20|0.24|237-279
At_F0290	AT1G47300.1	307	GEN1_C|0.18|240-280
At_F0290	AT1G47300.1	307	SDA1|0.29|240-278
At_F0290	AT1G47300.1	307	NOA36|0.43|240-271
At_F0290	AT1G47300.1	307	RR_TM4-6|0.023|241-278
At_F0290	AT1G47300.1	307	SpoIIP|0.31|241-276
At_F0290	AT1G47300.1	307	Connexin|0.028|242-293
At_F0290	AT1G47300.1	307	DUF913|0.11|242-277
At_F0290	AT1G47300.1	307	CPSF100_C|0.17|242-275
At_F0290	AT1G47300.1	307	FAM176|0.79|242-278
At_F0290	AT1G47300.1	307	Presenilin|0.64|243-275
At_F0290	AT1G47300.1	307	RNA_pol_Rpc4|0.035|244-277
At_F0290	AT1G47300.1	307	ORC_WH_C|0.19|245-279
At_F0290	AT1G47300.1	307	DUF4710|0.35|257-296
At_F0292	AT4G19930.1	432	AO_FBX|1.8e-11|36-85
At_F0292	AT4G19930.1	432	F-box|8.4e-06|43-79
At_F0292	AT4G19930.1	432	FBA_3|8.8e-26|256-372
At_F0293	AT3G49020.1	448	AO_FBX|5.8e-12|21-69
At_F0293	AT3G49020.1	448	F-box|2.1e-08|23-61
At_F0293	AT3G49020.1	448	LRR_2|3.2e-06|169-194
At_F0293	AT3G49020.1	448	FBD|2.1e-19|362-407
At_F0294	AT1G66310.1	443	AO_FBX|8.5e-12|19-65
At_F0294	AT1G66310.1	443	F-box|3.2e-07|21-56
At_F0294	AT1G66310.1	443	LRR_2|4.8e-06|166-190
At_F0294	AT1G66310.1	443	FBD|6e-14|370-413
At_F0295	AT2G23160.1	308	F-box|8.8e-08|8-46
At_F0295	AT2G23160.1	308	AO_FBX|5.8e-12|9-48
At_F0295	AT2G23160.1	308	FBA_3|2.7e-17|207-307
At_F0296	AT5G38810.2	268	AO_FBX|4.3e-11|4-43
At_F0296	AT5G38810.2	268	F-box|1.8e-06|6-51
At_F0296	AT5G38810.2	268	FBA_3|3.9e-25|160-255
At_F0297	AT5G48170.1	158	AO_FBX|1.6e-09|31-72
At_F0297	AT5G48170.1	158	F-box-like|1.8e-10|33-73
At_F0298	AT3G44090.1	450	AO_FBX|1.7e-10|25-70
At_F0298	AT3G44090.1	450	F-box|6.2e-06|26-58
At_F0298	AT3G44090.1	450	LRR_2|0.009|179-203
At_F0299	AT3G59160.1	465	AO_FBX|4.8e-13|7-60
At_F0299	AT3G59160.1	465	F-box|5e-07|15-49
At_F0299	AT3G59160.1	465	LRR_2|7.1e-08|190-216
At_F0300	AT5G28160.1	325	AO_FBX|5e-07|8-52
At_F0300	AT5G28160.1	325	F-box|8.4e-07|8-45
At_F0300	AT5G28160.1	325	Kelch_1|1.4e-13|158-202
At_F0301	AT5G65850.1	393	AO_FBX|7.7e-09|35-76
At_F0301	AT5G65850.1	393	F-box|5.3e-07|35-74
At_F0301	AT5G65850.1	393	FBA_3|3.6e-38|219-343
At_F0302	AT4G07400.1	555	AO_FBX|4.9e-11|71-107
At_F0302	AT4G07400.1	555	F-box-like|1.8e-08|74-107
At_F0302	AT4G07400.1	555	LRR_6|0.9|423-441
At_F0303	AT5G44940.1	378	AO_FBX|1.2e-09|5-49
At_F0303	AT5G44940.1	378	F-box|3.2e-06|7-43
At_F0303	AT5G44940.1	378	LRR_2|0.00096|157-184
At_F0303	AT5G44940.1	378	FBD|3.9e-14|301-344
At_F0304	AT5G67250.1	528	AO_FBX|4.8e-09|44-76
At_F0304	AT5G67250.1	528	F-box|7.7e-08|45-82
At_F0304	AT5G67250.1	528	LRR_4|0.14|134-170
At_F0305	AT1G66290.1	454	AO_FBX|6.5e-11|29-74
At_F0305	AT1G66290.1	454	F-box|8.1e-08|30-67
At_F0305	AT1G66290.1	454	LRR_2|2.4e-07|173-198
At_F0305	AT1G66290.1	454	COPR5|0.11|257-338
At_F0305	AT1G66290.1	454	FBD|3.3e-13|382-421
At_F0306	AT3G56470.1	368	AO_FBX|1e-11|26-67
At_F0306	AT3G56470.1	368	F-box|8.3e-07|28-68
At_F0307	AT1G33010.1	362	AO_FBX|1.6e-09|6-38
At_F0307	AT1G33010.1	362	F-box|3.3e-07|6-39
At_F0307	AT1G33010.1	362	FBA_3|1.1e-20|160-255
At_F0308	AT1G60370.1	284	F-box|9.9e-07|7-49
At_F0308	AT1G60370.1	284	AO_FBX|1.5e-12|8-51
At_F0308	AT1G60370.1	284	FBA_3|1.2e-09|205-258
At_F0309	AT2G29820.1	389	F-box|2.2e-06|40-85
At_F0309	AT2G29820.1	389	AO_FBX|0.0018|42-86
At_F0309	AT2G29820.1	389	Kelch_1|1.5e-12|131-173
At_F0309	AT2G29820.1	389	Kelch_1|1.5e-08|176-218
At_F0310	AT5G22730.1	467	AO_FBX|4.5e-10|28-72
At_F0310	AT5G22730.1	467	F-box|3.1e-06|29-64
At_F0310	AT5G22730.1	467	LRR_2|3.1e-07|177-202
At_F0310	AT5G22730.1	467	FBD|9.5e-18|391-434
At_F0311	AT3G59200.1	521	AO_FBX|4.8e-12|5-54
At_F0311	AT3G59200.1	521	F-box|1.2e-06|8-42
At_F0311	AT3G59200.1	521	LRR_2|4.2e-06|162-188
At_F0312	AT5G37040.1	243	F-box|3e-07|5-45
At_F0312	AT5G37040.1	243	AO_FBX|1.1e-10|6-45
At_F0312	AT5G37040.1	243	FBA_1|5e-16|118-220
At_F0313	AT1G27340.1	468	AO_FBX|2.7e-10|117-160
At_F0313	AT1G27340.1	468	F-box|2e-07|117-158
At_F0314	AT3G61340.2	436	AO_FBX|2.3e-09|47-89
At_F0314	AT3G61340.2	436	F-box|1.5e-06|47-84
At_F0314	AT3G61340.2	436	KSHV_K1|0.15|132-168
At_F0314	AT3G61340.2	436	FBA_3|9e-36|254-390
At_F0314	AT3G61340.2	436	DUF1430|0.0067|385-421
At_F0315	AT4G39753.1	391	AO_FBX|8.7e-07|29-80
At_F0315	AT4G39753.1	391	F-box|8.8e-07|33-76
At_F0315	AT4G39753.1	391	Kelch_1|8.6e-12|181-223
At_F0316	AT1G51370.1	436	AO_FBX|2.2e-10|18-60
At_F0316	AT1G51370.1	436	F-box|9.4e-07|20-58
At_F0316	AT1G51370.1	436	LRR_2|8.1e-06|161-186
At_F0316	AT1G51370.1	436	FBD|1.4e-13|360-404
At_F0317	AT3G44060.1	428	AO_FBX|3.6e-11|2-46
At_F0317	AT3G44060.1	428	F-box|1.3e-05|2-37
At_F0317	AT3G44060.1	428	LRR_2|0.00086|153-178
At_F0318	AT4G33210.1	991	AO_FBX|1.2e-07|195-235
At_F0318	AT4G33210.1	991	F-box-like|2.5e-06|198-237
At_F0318	AT4G33210.1	991	LRR_8|0.00099|444-499
At_F0318	AT4G33210.1	991	LRR_4|0.0013|735-774
At_F0318	AT4G33210.1	991	LRR_4|0.17|786-821
At_F0318	AT4G33210.1	991	LRR_4|0.56|925-967
At_F0319	AT5G02930.1	470	AO_FBX|1.8e-13|27-70
At_F0319	AT5G02930.1	470	F-box|1.6e-06|29-65
At_F0319	AT5G02930.1	470	Corona_6B_7B|0.14|80-163
At_F0319	AT5G02930.1	470	LRR_2|0.0026|170-194
At_F0320	AT3G59000.1	492	AO_FBX|2.5e-11|2-47
At_F0320	AT3G59000.1	492	F-box-like|5.3e-06|6-38
At_F0320	AT3G59000.1	492	LRR_2|2.4e-05|163-187
At_F0320	AT3G59000.1	492	FBD|0.00084|394-423
At_F0321	AT2G33200.1	377	AO_FBX|4e-09|6-44
At_F0321	AT2G33200.1	377	F-box|2.9e-07|8-46
At_F0321	AT2G33200.1	377	DUF295|4.2e-06|288-350
At_F0322	AT5G40050.1	416	AO_FBX|4.9e-12|12-52
At_F0322	AT5G40050.1	416	F-box|5.5e-06|15-49
At_F0322	AT5G40050.1	416	Mannosyl_trans|0.069|154-245
At_F0322	AT5G40050.1	416	FBD|0.76|351-374
At_F0323	AT5G56180.1	472	AO_FBX|1.7e-07|43-88
At_F0323	AT5G56180.1	472	F-box-like|4.7e-07|44-83
At_F0323	AT5G56180.1	472	Actin|1.5e-29|208-463
At_F0324	AT3G17530.1	389	AO_FBX|1e-12|2-46
At_F0324	AT3G17530.1	389	F-box-like|4.3e-06|3-40
At_F0324	AT3G17530.1	389	FBA_1|3.1e-45|204-368
At_F0325	AT1G30780.1	483	AO_FBX|7.4e-06|231-277
At_F0325	AT1G30780.1	483	F-box|5.3e-06|233-273
At_F0325	AT1G30780.1	483	FBA_3|4.1e-09|349-388
At_F0325	AT1G30780.1	483	FBA_3|8.2e-06|394-437
At_F0326	AT1G49360.1	482	Oberon_cc|0.021|20-109
At_F0326	AT1G49360.1	482	WHEP-TRS|0.18|24-63
At_F0326	AT1G49360.1	482	AO_FBX|3.4e-09|111-153
At_F0326	AT1G49360.1	482	F-box|4.3e-06|111-152
At_F0327	AT3G44810.1	449	AO_FBX|3.7e-11|7-54
At_F0327	AT3G44810.1	449	F-box|2.3e-06|8-42
At_F0327	AT3G44810.1	449	LRR_2|0.00084|167-191
At_F0328	AT4G14096.2	469	AO_FBX|5.1e-11|6-51
At_F0328	AT4G14096.2	469	F-box|1.1e-06|9-43
At_F0328	AT4G14096.2	469	LRR_2|1e-05|159-185
At_F0328	AT4G14096.2	469	LRR_4|0.079|288-325
At_F0329	AT3G10240.1	390	AO_FBX|5.1e-13|22-67
At_F0329	AT3G10240.1	390	F-box|1e-06|25-61
At_F0329	AT3G10240.1	390	PAS_7|0.19|130-156
At_F0329	AT3G10240.1	390	FBA_3|7.4e-33|220-339
At_F0330	AT3G17620.1	399	AO_FBX|4.6e-09|2-46
At_F0330	AT3G17620.1	399	F-box|2.5e-05|3-45
At_F0330	AT3G17620.1	399	Vif|0.011|194-240
At_F0330	AT3G17620.1	399	FBA_1|2.3e-61|205-379
At_F0330	AT3G17620.1	399	RNA_pol_L|0.13|263-296
At_F0330	AT3G17620.1	399	AMP_N|0.4|267-313
At_F0332	AT5G56820.1	436	AO_FBX|9.7e-12|14-57
At_F0332	AT5G56820.1	436	F-box-like|1.9e-05|17-50
At_F0332	AT5G56820.1	436	LRR_2|4.5e-08|159-184
At_F0332	AT5G56820.1	436	FBD|3.6e-15|344-388
At_F0333	AT2G02890.1	532	PPR_long|6.9e-05|94-128
At_F0333	AT2G02890.1	532	AO_FBX|7e-11|144-186
At_F0333	AT2G02890.1	532	F-box|7.3e-07|144-186
At_F0333	AT2G02890.1	532	LRR_adjacent|0.13|330-358
At_F0333	AT2G02890.1	532	FBA_3|2.3e-18|352-478
At_F0334	AT5G03100.1	308	AO_FBX|2e-11|9-50
At_F0334	AT5G03100.1	308	F-box|2.5e-05|11-45
At_F0334	AT5G03100.1	308	LRR_2|0.11|148-171
At_F0335	AT5G56690.1	403	AO_FBX|3.6e-11|4-44
At_F0335	AT5G56690.1	403	F-box|0.0001|4-39
At_F0335	AT5G56690.1	403	LRR_2|2.9e-06|157-182
At_F0335	AT5G56690.1	403	FBD|6.6e-11|356-398
At_F0336	AT5G60610.1	389	AO_FBX|7.8e-12|2-47
At_F0336	AT5G60610.1	389	F-box|6.9e-05|3-41
At_F0336	AT5G60610.1	389	LRR_2|3.3e-06|147-172
At_F0336	AT5G60610.1	389	FBD|1.8e-14|343-385
At_F0337	AT1G16930.1	450	AO_FBX|7.2e-11|14-61
At_F0337	AT1G16930.1	450	F-box|5.6e-05|16-53
At_F0337	AT1G16930.1	450	LRR_2|1.9e-07|163-188
At_F0337	AT1G16930.1	450	FBD|1.2e-18|366-423
At_F0338	AT3G60350.1	929	AO_FBX|1.3e-07|39-85
At_F0338	AT3G60350.1	929	F-box-like|4e-06|40-86
At_F0338	AT3G60350.1	929	Arm|9.5e-05|423-457
At_F0338	AT3G60350.1	929	Arm|3.7e-05|462-498
At_F0338	AT3G60350.1	929	Arm|7e-08|501-543
At_F0338	AT3G60350.1	929	Arm|4.3e-06|545-585
At_F0338	AT3G60350.1	929	Arm|6.2e-09|599-629
At_F0338	AT3G60350.1	929	Arm|0.00062|631-673
At_F0338	AT3G60350.1	929	Arm|2.1e-09|677-714
At_F0338	AT3G60350.1	929	Arm|0.039|716-755
At_F0339	AT3G44080.1	388	AO_FBX|2.6e-10|8-51
At_F0339	AT3G44080.1	388	F-box|3.8e-06|9-41
At_F0340	AT3G60710.1	321	AO_FBX|1.6e-10|3-46
At_F0340	AT3G60710.1	321	F-box|5.2e-07|4-42
At_F0340	AT3G60710.1	321	FBD|1.1e-11|218-264
At_F0341	AT2G43270.1	388	AO_FBX|1.9e-08|6-45
At_F0341	AT2G43270.1	388	F-box|2e-06|6-40
At_F0341	AT2G43270.1	388	Kelch_1|0.064|165-186
At_F0341	AT2G43270.1	388	FBA_3|0.015|198-294
At_F0342	AT1G05080.1	440	AO_FBX|9.5e-13|11-54
At_F0342	AT1G05080.1	440	F-box|3.3e-07|15-53
At_F0342	AT1G05080.1	440	LRR_2|3.7e-05|163-188
At_F0342	AT1G05080.1	440	FBD|1.5e-15|363-408
At_F0343	AT1G58310.1	506	AO_FBX|3.7e-11|7-55
At_F0343	AT1G58310.1	506	F-box|0.00011|9-46
At_F0343	AT1G58310.1	506	LRR_2|6.1e-07|178-204
At_F0343	AT1G58310.1	506	zf-Tim10_DDP|0.013|376-421
At_F0344	AT3G52680.1	457	AO_FBX|3.5e-12|20-67
At_F0344	AT3G52680.1	457	F-box|4.6e-07|22-59
At_F0344	AT3G52680.1	457	LRR_2|3.7e-09|171-196
At_F0344	AT3G52680.1	457	FBD|6.2e-18|362-407
At_F0345	AT5G15670.1	215	AO_FBX|5.9e-10|24-64
At_F0345	AT5G15670.1	215	F-box|1.3e-05|24-64
At_F0345	AT5G15670.1	215	FBA_3|2.6e-06|168-205
At_F0346	AT3G51530.1	456	AO_FBX|4e-11|28-68
At_F0346	AT3G51530.1	456	F-box|2.2e-06|31-69
At_F0346	AT3G51530.1	456	LRR_2|5.8e-06|174-199
At_F0346	AT3G51530.1	456	FBD|3.6e-12|373-415
At_F0347	AT1G47340.1	460	AO_FBX|1.4e-10|36-78
At_F0347	AT1G47340.1	460	F-box|2.2e-06|36-69
At_F0347	AT1G47340.1	460	FBA_3|6.1e-31|244-365
At_F0347	AT1G47340.1	460	BAAT_C|0.19|329-370
At_F0347	AT1G47340.1	460	SoxZ|0.31|331-375
At_F0348	AT4G05470.1	307	AO_FBX|4.4e-09|44-89
At_F0348	AT4G05470.1	307	F-box-like|1.1e-09|47-93
At_F0348	AT4G05470.1	307	LRR_4|0.027|236-276
At_F0349	AT5G14160.1	353	AO_FBX|6.5e-11|16-53
At_F0349	AT5G14160.1	353	F-box|1.6e-07|16-57
At_F0349	AT5G14160.1	353	DUF2442|0.22|181-205
At_F0349	AT5G14160.1	353	DUF868|0.011|253-320
At_F0349	AT5G14160.1	353	DUF295|0.13|265-308
At_F0350	AT3G03040.1	473	AO_FBX|5.1e-09|2-49
At_F0350	AT3G03040.1	473	F-box|4.6e-05|3-37
At_F0350	AT3G03040.1	473	LRR_2|0.0085|161-186
At_F0350	AT3G03040.1	473	FBD|0.14|390-422
At_F0351	AT2G11200.1	155	AO_FBX|2.9e-08|7-48
At_F0351	AT2G11200.1	155	F-box|1.5e-06|8-53
At_F0352	AT3G59250.1	426	AO_FBX|5.3e-11|6-53
At_F0352	AT3G59250.1	426	F-box|1.3e-06|8-42
At_F0352	AT3G59250.1	426	LRR_2|1.2e-05|128-154
At_F0353	AT1G30930.1	377	AO_FBX|2.4e-10|4-46
At_F0353	AT1G30930.1	377	F-box|6.5e-05|4-41
At_F0353	AT1G30930.1	377	FBA_3|8.7e-28|204-320
At_F0354	AT2G44130.1	410	AO_FBX|5.8e-07|15-65
At_F0354	AT2G44130.1	410	F-box|1.5e-06|20-59
