	agi	group	Publications	EST	cDNA	Intron	Total_TDNA	TDNA_100upstream	TDNA_First_half_intron	TDNA_First_half_exon	TDNA_Last_half_intron	TDNA_Last_half_exon	kaks	ks	neutral	cdms_rate	fbxd_evalue	fbxd_str	fbxd_end	length	Kelch	FBA	LRR	FBD	fbx_exp_mean	fbx_exp_median	fbx_exp_max	fbx_exp_cv
At_F0076	AT2G02250	3	8	3	0	2	21	5	2	6	1	7	0.424	0.2467	0	0.321543408	3.10E-10	44	92	311	0	0	0	0	0.703378513	0	216.7	4.560058359
At_F0449	AT3G04660	3	1	1	0	0	13	1	0	10	0	2	0.7119	0.2212	0	0.255754476	7.00E-05	21	61	391	0	1	0	0	0.409148894	0	158.7	4.562067487
At_F0080	AT5G62510	3	1	6	0	0	8	0	0	3	0	5	0.7169	0.1544	1	0.237529691	7.10E-13	43	85	421	0	1	0	0	0.224486745	0	36.5	4.655545612
At_F0571	AT5G10340	3	1	3	0	1	111	17	36	46	0	12	0.6952	0.2043	0	0.224215247	6.90E-08	60	111	446	0	1	0	0	0.603453259	0	95.7	4.678901464
At_F0457	AT1G22000	4	0	0	0	2	23	0	0	0	0	23	0.5263	0.3247	0	0.429184549	9.70E-05	31	66	466	0	0	1	1	0.095893961	0	22.2	4.726429555
At_F0129	AT3G18330	4	0	1	0	0	4	0	0	0	0	4	0.8983	0.2147	1	0.530503979	9.30E-12	3	49	377	1	1	0	0	0.375842137	0.1	87.8	4.773915222
At_F0040	AT4G29370	3	1	2	0	0	3	0	0	1	0	2	0.5805	0.3806	0	0.527704485	3.40E-11	19	69	379	2	0	0	0	0.279958142	0	53.6	4.78349946
At_F0103	AT1G13200	3	2	0	0	0	8	4	0	3	0	1	0.5228	0.3333	0	0.458715596	6.40E-11	41	85	436	1	1	0	0	0.18367052	0	39.7	4.914784463
At_F0007	AT2G27520	3	1	15	1	0	12	1	0	4	0	7	0.4082	0.0481	0	0.287356322	7.70E-13	5	47	348	0	1	0	0	0.110584014	0	45.6	5.030776451
At_F0167	AT1G70390	3	1	0	0	1	9	3	0	0	0	6	0.7096	0.1666	1	0.3003003	7.20E-07	5	47	333	0	1	0	0	0.638568866	0	74.3	5.032549611
At_F0461	AT4G23960	3	2	0	0	1	0	0	0	0	0	0	0.4892	0.4081	0	0.518134715	4.10E-06	7	47	193	0	0	0	0	0.453179191	0	142.8	5.055304344
At_F0042	AT1G15015	4	0	14	1	0	12	5	0	4	0	3	0.5129	0.3945	0	0.621118012	6.20E-10	5	44	161	0	0	0	0	0.212931034	0	70.1	5.061905076
At_F0349	AT5G14160	3	1	0	0	1	3	0	0	0	0	3	0.7141	0.3042	0	0.849858357	6.50E-11	16	53	353	0	0	0	0	0.239356189	0	68.8	5.079228575
At_F0206	AT3G16590	3	2	0	0	0	6	0	0	5	0	1	0.587	0.3154	0	0.266666667	2.50E-06	4	41	375	0	1	0	0	0.476898545	0	99.4	5.090697074
At_F0434	AT2G40910	3	1	21	2	2	8	1	2	0	0	5	0.6851	0.1872	1	0.444444444	8.80E-11	68	109	450	0	1	0	0	0.15704106	0	51.7	5.201080743
At_F0010	AT3G49520	3	1	1	0	0	15	4	0	5	0	6	0.5661	0.0773	0	0.771208226	6.50E-11	3	47	389	1	1	0	0	0.264171816	0	59.2	5.251240322
At_F0319	AT5G02930	3	1	1	0	2	5	1	0	3	0	1	0.7409	0.2355	1	0.425531915	1.80E-13	27	70	470	0	0	1	0	0.163623679	0	47.2	5.268451354
At_F0414	AT2G39490	3	1	16	3	2	8	0	0	4	0	4	0.4815	0.4644	0	0	8.10E-05	8	44	388	0	0	0	0	0.343093482	0	51	5.362608203
At_F0640	AT1G43640	3	7	12	4	3	9	2	0	0	0	7	0.1917	0.5914	0	0.23255814	3.40E-09	54	106	430	0	0	0	0	2.191533785	0	276.9	5.403957844
At_F0607	AT5G39490	4	0	0	0	0	0	0	0	0	0	0	1.3447	0.0185	1	0	0.44	13	51	567	0	0	0	0	0.112691848	0	31.7	5.468650382
At_F0363	AT5G38396	4	0	1	0	2	2	0	0	1	0	1	0.8148	0.204	1	0.431965443	2.40E-10	3	49	463	0	0	1	1	0.161809847	0	38.3	5.498518312
At_F0208	AT5G02920	3	3	0	1	0	7	3	0	3	0	1	0.6229	0.153	1	0.386100386	5.40E-13	26	71	259	0	0	1	0	0.192465617	0	31.8	5.535061159
At_F0054	AT3G17400	3	1	0	0	0	1	0	0	0	0	1	0.7373	0.2371	1	0.537634409	9.30E-09	2	47	186	0	0	0	0	0.367186566	0	72.3	5.548979369
At_F0202	AT5G39450	3	2	20	3	1	7	1	0	2	0	4	0.3623	0.324	0	0	8.20E-05	19	60	580	0	0	0	0	8.50625872	7.5	6426.8	5.555764686
At_F0330	AT3G17620	3	1	0	0	0	18	0	0	13	0	5	1.2563	0.0427	1	1.002506266	4.60E-09	2	46	399	0	1	0	0	0.091832769	0	23.7	5.61252864
At_F0668	AT5G55150	3	1	0	0	1	9	0	0	5	0	4	0.6263	0.4831	0	0.27700831	3.60E-05	13	44	361	0	0	0	0	1.349835559	0	252.3	5.646228777
At_F0612	AT5G04010	3	3	1	1	0	10	0	0	5	0	5	0.4692	0.5446	0	0	0.0044	64	91	288	0	0	0	0	1.73067072	0	169.9	5.757400754
At_F0057	AT3G17320	2	3	2	0	0	9	3	0	3	0	3	0.4702	0.3284	0	0.243902439	7.80E-10	3	48	410	0	1	0	0	0.234218657	0	93.2	5.829889857
At_F0465	AT1G78840	3	2	0	0	3	13	0	0	6	0	7	0.5951	0.2272	0	0.681818182	4.90E-05	11	45	440	0	0	2	1	0.181866653	0	109.5	5.927134035
At_F0385	AT1G20790	3	2	0	0	0	23	4	0	11	0	8	0.639	0.391	0	0.229357798	0.00028	3	41	436	1	0	0	0	0.621113215	0	65.4	5.930434539
At_F0424	AT3G23960	3	1	0	0	0	15	6	0	6	0	3	0.5861	0.4191	0	0.248138958	9.70E-07	30	67	403	0	1	0	0	0.093766195	0	28.7	5.935364277
At_F0131	AT1G30920	3	3	0	0	0	7	0	0	5	0	2	0.5663	0.439	0	0.249376559	1.50E-11	8	51	401	0	1	0	0	0.438010763	0	137.3	5.943456382
At_F0247	AT2G31470	2	4	13	3	0	12	3	0	8	0	1	0.3499	0.2044	0	0.257731959	7.60E-11	22	66	388	0	1	0	0	0.448385489	0	52.5	5.957425116
At_F0219	AT2G16450	3	2	2	2	0	17	2	0	6	0	9	0.649	0.1658	0	0.46728972	4.90E-11	9	47	428	0	1	0	0	0.611470999	0	89.5	6.049517613
At_F0315	AT4G39753	3	2	4	4	0	16	2	0	5	0	9	0.6258	0.3092	0	0.255754476	8.80E-07	33	76	391	1	0	0	0	0.304549532	0	56.7	6.067420734
At_F0630	AT2G26160	3	1	7	1	0	11	9	0	2	0	0	0.5974	0.1371	0	0.301204819	4.40E-07	4	45	332	0	0	0	0	0.099990034	0	41	6.109102853
At_F0160	AT1G70380	3	1	0	0	0	8	1	0	6	0	1	1.179	0.0596	1	0.264550265	3.40E-09	5	50	378	0	1	0	0	0.241294598	0	40.1	6.143625075
At_F0263	AT3G17570	3	1	0	0	0	7	1	0	4	0	2	0.6246	0.3013	0	0.261780105	5.90E-06	2	45	382	0	1	0	0	0.093148296	0	33	6.16124422
At_F0145	AT3G08750	3	2	0	1	0	2	0	0	1	0	1	0.6599	0.3128	0	0.540540541	4.80E-08	9	52	370	0	1	0	0	0.328134343	0	93.1	6.181633134
At_F0094	AT5G38386	3	1	0	0	4	7	0	0	1	4	2	0.6268	0.2251	0	0.247524752	6.30E-12	2	49	404	0	0	0	1	0.122533386	0	27.2	6.20844879
At_F0181	AT5G15620	3	1	0	0	2	8	2	0	6	0	0	0.6139	0.3531	0	0.453514739	6.10E-07	3	43	441	0	0	1	0	0.123021726	0	34.8	6.217125343
At_F0329	AT3G10240	3	1	0	0	0	5	1	0	4	0	0	0.7978	0.0978	1	0.512820513	5.10E-13	22	67	390	0	1	0	0	0.091449073	0	23.9	6.276792413
At_F0238	AT1G78760	3	1	0	0	2	11	0	0	6	2	3	0.5426	0.284	0	0.441501104	7.80E-11	15	57	453	0	0	1	1	1.28482659	0	245.6	6.289742452
At_F0546	AT5G62970	4	0	0	0	2	18	3	0	9	2	4	0.6505	0.1255	1	0.444444444	1.90E-06	10	44	450	0	0	1	1	0.132424756	0	50.1	6.304926068
At_F0256	AT3G51171	4	0	71	1	0	2	1	0	0	0	1	0.6213	0.2364	0	0.389105058	7.50E-08	4	42	257	0	1	0	0	0.2933825	0	120.4	6.44372539
At_F0625	AT1G65760	3	2	0	1	1	8	2	0	1	0	5	0.5431	0.3258	0	0.275482094	1.00E-08	3	43	363	0	0	0	0	0.287233406	0	91.9	6.506329021
At_F0266	AT4G22660	3	2	5	0	0	17	2	0	7	0	8	0.6838	0.1845	1	0.503778338	8.20E-09	8	49	397	0	0	0	0	0.090317919	0	34.8	6.547950972
At_F0303	AT5G44940	3	1	0	0	3	11	0	1	3	3	4	0.5908	0.3092	0	0.529100529	3.20E-06	7	43	378	0	0	1	1	0.14651186	0	65.6	6.570344232
At_F0483	AT4G00160	3	1	2	1	2	59	2	3	30	5	19	0.6516	0.3011	0	0.440528634	8.60E-11	15	62	454	0	0	1	1	0.273091489	0	82.1	6.606256682
At_F0073	AT3G16580	3	3	5	3	0	2	0	0	2	0	0	0.6742	0.1932	1	0.261096606	9.90E-09	13	49	383	0	1	0	0	0.175792306	0	52.1	6.61427925
At_F0061	AT2G38590	3	2	9	0	0	16	4	0	6	0	6	0.6342	0.1857	0	0.235294118	9.20E-10	4	48	425	0	1	0	0	0.08940602	0	43.1	6.653865585
At_F0037	AT2G22030	3	2	1	0	0	8	1	0	4	0	3	0.528	0.6185	0	1.041666667	8.30E-10	24	71	384	3	0	0	0	0.267321108	0	84.2	6.665566389
At_F0579	AT1G49610	4	0	1	0	4	10	1	0	3	3	3	0.5699	0.3145	0	0	2.60E-12	25	73	355	0	0	0	0	0.348704405	0	315.7	6.714644461
At_F0121	AT1G60570	3	4	0	0	0	11	0	0	3	0	8	1.1157	0.0494	1	0.785340314	4.10E-10	19	67	382	2	0	0	0	0.295734503	0	51.8	6.731042526
At_F0663	AT1G20795	3	1	0	0	0	19	7	0	10	0	2	0.6672	0.3315	0	0	0.0015	6	48	419	0	0	0	0	0.347857285	0	49.5	6.758034207
At_F0235	AT1G55070	3	2	0	0	0	16	2	0	4	0	10	0.8728	0.1584	1	0.253807107	1.60E-09	32	71	394	0	1	0	0	0.059328284	0	19.2	6.758468109
At_F0376	AT3G25550	4	0	6	0	2	6	0	0	0	0	6	0.5377	0.4118	0	0	5.30E-09	22	54	180	0	0	0	0	0.116469005	0	45.3	6.771719636
At_F0325	AT1G30780	3	1	2	0	4	26	0	10	8	5	3	0.5742	0.2299	0	0.414078675	7.40E-06	231	277	483	0	2	0	0	0.260554116	0	50.6	6.853225441
At_F0456	AT1G11810	3	2	11	3	0	10	0	0	2	0	8	0.821	0.1366	1	0.264550265	5.50E-05	4	35	378	0	1	0	0	0.176310544	0	39.9	6.861842226
At_F0255	AT5G22660	3	1	1	1	2	7	1	0	1	1	4	0.7911	0.2806	1	0.44345898	7.80E-11	12	55	451	0	0	1	1	0.97367949	0	828.7	6.900832133
At_F0299	AT3G59160	3	1	0	0	2	6	2	0	0	4	0	0.5711	0.2934	0	0.215053763	5.00E-07	15	49	465	0	0	1	0	0.098853897	0	26.4	6.920373602
At_F0448	AT5G44950	4	0	0	0	2	11	0	0	6	1	4	0.3466	0.3538	0	0.455580866	5.90E-09	4	42	439	0	0	1	1	0.095963723	0	18.7	6.939886604
At_F0267	AT1G30950	1	14	0	2	0	37	1	0	34	0	2	0.1564	0.5478	0	0	7.30E-06	46	81	443	0	0	0	0	0.485115607	0	125.4	7.003441982
At_F0532	AT1G67160	3	3	0	0	2	16	1	0	6	9	0	0.6944	0.1663	0	0.22172949	6.70E-05	20	50	451	0	0	0	0	0.150857086	0	70.6	7.056292826
At_F0113	AT2G02320	3	4	15	2	2	14	1	8	3	1	1	0.5057	0.1476	0	0.324675325	6.80E-08	39	83	308	0	0	0	0	0.236819813	0	65.3	7.067076989
At_F0017	AT1G76830	3	1	0	0	0	13	1	0	4	0	8	0.7653	0.2002	1	0.267379679	4.00E-10	6	48	374	0	1	0	0	0.184537572	0	57.1	7.078333689
At_F0106	AT2G19630	3	1	3	0	0	5	1	0	1	0	3	0.6452	0.2386	0	0.33557047	8.70E-08	15	56	298	0	1	0	0	0.096008571	0	46.3	7.12697537
At_F0175	AT1G12870	3	1	0	0	1	11	1	0	9	0	1	0.5273	0.3244	0	0.239808153	8.40E-07	31	69	417	0	1	0	0	0.058102452	0	34.7	7.203135397
At_F0629	AT1G47270	3	12	21	1	5	4	0	3	0	0	1	0.2063	0.6192	0	0.241545894	2.10E-07	69	118	414	0	0	0	0	20.86394758	17.2	21116.2	7.236583841
At_F0271	AT5G42430	3	1	0	0	0	9	0	0	4	0	5	0.6158	0.3531	0	0.757575758	3.90E-07	9	50	396	0	1	0	0	0.060195336	0	19.5	7.253111781
At_F0324	AT3G17530	3	1	2	1	0	14	1	0	11	0	2	0.9714	0.1633	1	0.257069409	4.30E-06	3	40	389	0	1	0	0	0.222792505	0	48	7.258637172
At_F0243	AT2G39415	4	0	0	0	0	8	1	0	2	0	5	0.7354	0.0427	1	0	9.90E-14	37	80	120	0	0	0	0	0.57596173	0	138.7	7.290351747
At_F0484	AT1G55030	3	1	0	0	1	14	0	0	8	0	6	0.6043	0.3001	0	0.461893764	1.90E-07	19	65	433	0	0	1	1	0.227366952	0	46.4	7.303443326
At_F0004	AT2G14710	3	1	31	1	0	2	0	0	2	0	0	0.3924	0.0942	0	0.550964187	4.20E-11	4	41	363	0	1	0	0	0.113000797	0	37	7.366462558
At_F0003	AT4G39590	3	4	14	3	0	8	1	0	2	0	5	0.6635	0.2492	0	0.744416873	6.10E-10	35	83	403	2	0	0	0	0.757928045	0	637.1	7.397214677
At_F0248	AT5G25290	3	2	0	1	0	5	1	0	2	0	2	0.4985	0.3346	0	0.251256281	3.40E-08	13	50	398	0	0	0	0	0.387133745	0	94.2	7.466195205
At_F0573	AT3G10790	3	1	0	0	0	7	0	0	6	0	1	0.6167	0.3221	0	0.3125	0.14	24	63	320	0	1	0	0	0.126918477	0	73.7	7.523210244
At_F0157	AT4G17565	3	2	0	0	0	7	0	0	7	0	0	0.6421	0.1634	1	0.263852243	8.60E-10	16	57	379	0	0	0	0	0.130481363	0	100.8	7.586514572
At_F0367	AT5G22791	4	0	50	1	1	13	4	2	5	0	2	0.6251	0.149	1	0.842696629	2.30E-08	21	63	356	0	1	0	0	0.153154275	0	62.8	7.601481043
At_F0560	AT2G03560	3	4	10	1	0	11	0	0	8	0	3	0.7169	0.1254	1	0.252525253	5.50E-05	22	61	396	0	0	0	0	0.171417182	0	76.9	7.65601246
At_F0317	AT3G44060	3	2	0	0	2	10	0	0	3	1	6	0.607	0.2223	0	0.23364486	3.60E-11	2	46	428	0	0	1	0	0.127974885	0	50.3	7.761889253
At_F0341	AT2G43270	3	2	0	1	2	10	1	0	3	0	6	0.5346	0.3878	0	0.515463918	2.00E-06	6	40	388	1	1	0	0	0.209293402	0	117.1	7.789107759
At_F0150	AT3G16555	3	1	0	0	1	17	3	0	7	0	7	0.7459	0.2197	1	0.285714286	2.10E-08	4	41	350	0	1	0	0	0.054255531	0	20.5	7.834820457
At_F0554	AT3G19890	3	3	0	1	0	10	3	0	3	0	4	0.5771	0.3939	0	0.243309002	6.20E-06	3	45	411	0	1	0	0	0.087985848	0	24.3	7.83672404
At_F0031	AT5G41500	3	1	0	0	0	13	1	0	7	0	5	0.7379	0.1575	1	0.247524752	6.20E-11	3	48	404	0	1	0	0	0.078169225	0	22.4	7.838189753
At_F0444	AT2G40925	4	0	1	1	0	6	2	0	1	0	3	0.5438	0.226	0	0.247524752	8.50E-06	26	61	404	0	1	0	0	0.260359777	0	242.4	7.923227264
At_F0280	AT4G04690	3	4	0	0	0	13	0	0	4	0	9	0.6332	0.3274	0	0.527704485	7.50E-06	10	47	379	1	1	0	0	0.165163444	0	65.5	7.944711746
At_F0252	AT5G22670	4	0	0	0	2	5	0	0	3	1	1	0.4402	0.2854	0	0.675675676	9.50E-14	9	55	444	0	0	1	1	0.08288818	0	19.2	7.980795189
At_F0130	AT1G11620	4	0	0	0	0	3	1	0	1	0	1	0.5479	0.5173	0	0.274725275	8.60E-10	5	46	364	0	1	0	0	0.115228224	0	67.7	8.000036669
At_F0188	AT4G09190	3	1	0	0	0	9	2	0	7	0	0	0.709	0.2904	0	0.260416667	1.60E-09	21	59	384	0	1	0	0	0.104584413	0	37.4	8.046514004
At_F0082	AT3G13820	3	3	2	2	0	2	1	0	1	0	0	0.4969	0.3586	0	0.480769231	4.00E-09	3	40	416	0	1	0	0	0.224297389	0	60.1	8.118165788
At_F0170	AT4G11750	3	3	0	0	0	22	1	0	8	0	13	0.7301	0.1733	1	1.033591731	2.00E-07	8	50	387	3	0	0	0	0.066758023	0	25.4	8.122187439
At_F0694	AT1G53360	3	1	0	0	0	7	1	0	3	0	3	0.697	0.2273	0	0.25974026	0.00038	38	63	385	0	1	0	0	0.086172015	0	50.3	8.163150552
At_F0198	AT1G58090	3	2	0	0	0	6	0	0	4	0	2	0.7169	0.0558	1	0.268817204	5.60E-11	6	45	372	0	1	0	0	0.083326689	0	41.4	8.208101327
At_F0354	AT2G44130	1	10	156	5	0	2	0	0	1	0	1	0.3896	0.2931	0	0.975609756	5.80E-07	15	65	410	3	0	0	0	1.179863464	0	515.6	8.276723697
At_F0342	AT1G05080	3	2	0	0	2	13	0	0	4	0	9	0.5397	0.3608	0	0.454545455	9.50E-13	11	54	440	0	0	1	1	0.146980267	0	28.6	8.284751358
At_F0105	AT1G47915	3	1	0	0	0	3	0	0	1	0	2	0.3318	0.0217	1	0	4.50E-08	9	45	74	0	0	0	0	0.338748256	0	360.1	8.297683095
At_F0062	AT3G10430	3	1	0	0	0	8	1	0	6	0	1	0.6839	0.3388	0	0.269541779	6.30E-09	3	47	371	0	1	0	0	0.325597967	0	169	8.298238497
At_F0147	AT4G19940	3	2	1	0	0	11	0	0	7	0	4	0.6658	0.2627	0	0.242718447	6.20E-11	30	77	412	0	1	0	0	0.105027905	0	42.4	8.378412327
At_F0432	AT3G58960	3	1	0	0	2	26	0	0	17	0	9	0.5976	0.2756	0	0.420168067	4.80E-08	2	39	476	0	0	1	1	0.101001595	0	42.2	8.397480714
At_F0025	AT1G46984	4	0	0	0	0	17	1	0	7	0	9	0.6473	0.319	1	0.269541779	9.40E-12	16	63	371	0	1	0	0	0.096427148	0	94.1	8.443662856
At_F0015	AT2G41473	4	0	0	0	0	0	0	0	0	0	0	0.3822	0.928	0	0	7.20E-13	3	45	92	0	0	0	0	0.18451764	0	87.6	8.452761127
At_F0621	AT2G02660	3	2	40	0	0	13	2	0	8	0	3	0.5253	0.0631	1	0.236966825	3.40E-06	2	32	422	0	1	0	0	0.294648196	0	54.5	8.461643685
At_F0165	AT5G62660	3	3	0	0	0	14	3	0	3	0	8	0.6249	0.2108	0	0.263157895	1.20E-11	39	82	380	0	1	0	0	0.058222045	0	20.1	8.463857394
At_F0180	AT4G33900	3	2	0	2	0	20	0	0	13	0	7	0.5481	0.3	0	0.526315789	8.20E-07	12	56	380	2	0	0	0	0.091269683	0	60	8.53643902
At_F0176	AT4G13985	4	0	0	1	2	24	3	0	6	2	13	0.5919	0.1481	0	0.434782609	4.10E-12	18	61	460	0	0	1	1	0.121357385	0	28.1	8.640480618
At_F0293	AT3G49020	4	0	0	2	3	11	2	0	2	0	7	0.5727	0.115	0	0.446428571	5.80E-12	21	69	448	0	0	1	1	0.125956747	0	26	8.672492545
At_F0288	AT4G34170	3	1	0	0	1	4	0	0	2	0	2	0.4576	0.157	0	1.020408163	3.20E-07	11	55	294	3	0	0	0	0.069468806	0	40.2	8.712192951
At_F0658	AT4G39750	3	1	0	0	0	14	1	0	8	0	5	0.6865	0.2783	1	0	0.047	16	41	147	0	0	0	0	0.090601953	0	37.5	8.719644289
At_F0257	AT4G26340	3	1	0	1	2	18	0	0	10	2	6	0.5116	0.3071	0	0.476190476	7.10E-11	2	39	420	0	0	1	1	0.069319314	0	28.5	8.726333654
At_F0186	AT3G52320	3	1	0	0	0	6	0	0	2	0	4	0.6033	0.3011	0	0.255754476	4.50E-12	25	68	391	0	1	0	0	0.099322304	0	49.9	8.78610262
At_F0481	AT2G33190	3	3	21	0	0	7	1	0	4	0	2	0.3775	0.4313	0	0.526315789	2.00E-07	7	49	380	0	0	0	0	0.158526012	0	45.6	8.800350324
At_F0006	AT3G22720	3	1	0	0	0	9	1	0	3	0	5	0.5779	0.0432	1	0.263157895	4.30E-14	2	47	380	0	1	0	0	0.080556109	0	60.3	8.853217147
At_F0393	AT3G58880	4	0	0	0	2	8	0	0	2	0	6	0.6496	0.4289	0	0.43956044	7.80E-12	4	50	455	0	0	1	1	0.047104844	0	14.6	8.86472549
At_F0660	AT4G00320	4	0	0	0	2	45	2	0	21	5	17	0.6779	0.2831	0	0.196850394	6.60E-08	12	57	508	0	0	1	0	0.144339247	0	53.1	8.880750445
At_F0366	AT3G59170	3	1	5	0	2	9	0	0	8	1	0	0.4676	0.3739	0	0.421940928	5.50E-13	3	54	474	0	0	1	0	0.054036277	0	16.6	8.890935573
At_F0652	AT5G56570	4	0	26	2	2	12	1	0	6	1	4	0.638	0.2517	0	0.454545455	0.076	38	55	440	0	0	0	1	0.125692645	0	103.9	8.915226898
At_F0154	AT1G70960	4	0	0	0	0	9	4	0	0	0	5	1.0192	0.1372	1	0.27027027	7.50E-08	4	49	370	0	1	0	0	0.11518836	0	54.6	8.965929609
At_F0060	AT1G54550	3	1	2	2	0	3	2	0	1	0	0	0.578	0.1108	0	0.275482094	7.30E-10	5	44	363	0	1	0	0	0.060384692	0	31	8.976853326
At_F0537	AT5G39470	4	0	0	0	3	10	2	1	2	1	4	1.1013	0.0958	1	0	0.0047	96	137	171	0	0	0	0	0.06734104	0	28.6	8.978046147
At_F0353	AT1G30930	3	1	0	0	0	18	0	0	8	0	10	0.5071	0.5118	0	0.265251989	6.50E-05	4	41	377	0	1	0	0	0.085713574	0	36.5	8.989050105
At_F0567	AT5G50270	3	1	0	0	2	6	1	0	2	0	3	0.5325	0.4365	0	0.488997555	4.90E-10	2	48	409	0	0	1	1	0.18384991	0	76.3	8.990421663
At_F0144	AT3G58950	4	0	0	0	3	14	0	2	6	0	6	0.5189	0.1509	0	0.4784689	2.20E-12	2	42	418	0	0	1	1	0.109657166	0	99.5	8.997252001
At_F0511	AT3G23420	4	0	0	0	2	9	0	0	7	2	0	0.7103	0.1301	0	1.048951049	7.30E-07	3	38	286	0	1	0	0	0.051863664	0	17.1	9.002019557
At_F0041	AT3G21120	3	1	0	0	0	11	1	0	7	0	3	0.7351	0.2292	0	0.27173913	2.80E-08	2	36	368	0	1	0	0	0.074715966	0	39.4	9.002550899
At_F0053	AT1G47390	3	1	0	0	0	4	1	0	1	0	2	0.5872	0.2311	0	0.539083558	1.60E-09	6	42	371	0	1	0	0	0.064336257	0	35.4	9.043845753
At_F0525	AT3G58910	4	0	0	0	1	5	1	0	1	0	3	0.5601	0.4487	0	0.465116279	4.50E-07	2	33	215	0	0	1	0	0.039102053	0	13.4	9.063614228
At_F0250	AT5G15660	3	1	0	0	1	7	2	0	2	0	3	0.8739	0.1642	1	0.227790433	5.20E-07	24	65	439	0	1	0	0	0.589201714	0	303.5	9.08519747
At_F0112	AT1G66490	3	1	0	1	1	7	1	0	2	0	4	0.5316	0.3987	0	0.27700831	8.10E-10	2	40	361	0	1	0	0	0.096581622	0	37.7	9.107118726
At_F0380	AT5G22720	2	1	0	0	2	11	1	0	4	4	2	0.6041	0.3736	0	0.426439232	1.80E-08	22	64	469	0	0	1	1	0.124083117	0	31.2	9.119264893
At_F0462	AT5G56430	4	0	0	0	2	5	0	0	4	0	1	0.7008	0.3204	1	0.55401662	6.60E-11	3	43	361	0	0	1	1	0.218193143	0	91	9.122354442
At_F0321	AT2G33200	3	2	24	0	0	5	0	0	1	0	4	0.3586	0.2706	0	0.265251989	4.00E-09	6	44	377	0	0	0	0	0.159846522	0	103.4	9.132739345
At_F0128	AT3G43710	3	1	0	0	0	8	0	0	5	0	3	0.5878	0.3079	0	0.527704485	1.90E-06	26	67	379	2	0	0	0	0.084368148	0	47.1	9.14007444
At_F0038	AT2G34280	4	0	18	1	0	22	0	0	16	0	6	0.5784	0.2319	0	0.255102041	8.80E-11	2	44	392	0	1	0	0	0.060534184	0	44.1	9.140285502
At_F0706	AT1G61320	3	1	31	1	2	28	7	0	13	8	0	0.3427	0.1898	0	0.434782609	0.0098	26	56	460	0	0	0	1	0.232733705	0	122.5	9.14146378
At_F0261	AT1G30790	3	1	1	0	0	9	0	0	4	0	5	0.4901	0.3796	0	0.5	4.10E-05	6	45	400	0	1	0	0	0.053637632	0	34	9.159196424
At_F0308	AT1G60370	2	2	0	0	0	6	0	0	1	0	5	0.5909	0.4874	1	0.352112676	9.90E-07	7	49	284	0	1	0	0	0.103792107	0	51.1	9.160068897
At_F0617	AT3G23970	3	1	0	0	0	320	2	0	316	0	2	0.7563	0.06	1	0	2.40E-07	2	43	414	0	0	0	0	0.385339845	0	88.1	9.169556646
At_F0126	AT3G22870	3	1	0	0	0	10	1	0	6	0	3	0.7043	0.2388	1	0.241545894	3.10E-08	4	43	414	0	1	0	0	0.052038071	0	35.7	9.181292613
At_F0343	AT1G58310	3	1	0	0	2	6	0	0	2	1	3	0.5653	0.3795	0	0.395256917	3.70E-11	7	55	506	0	0	1	0	0.094872434	0	44.2	9.195040428
At_F0071	AT1G61540	3	1	0	0	0	3	1	0	0	0	2	0.9114	0.2364	1	0.992555831	3.10E-07	26	72	403	3	0	0	0	0.128931632	0	69.3	9.212279327
At_F0067	AT2G33705	4	0	0	0	0	1	1	0	0	0	0	0.5454	0.1962	1	0	9.50E-07	17	47	70	0	0	0	0	0.086760016	0	48.8	9.212358602
At_F0633	AT4G11580	4	0	0	0	1	9	0	2	3	0	4	0.4767	0.2936	0	0.299401198	3.90E-05	12	60	334	0	0	1	0	0.067281244	0	30.2	9.225020586
At_F0333	AT2G02890	4	0	14	0	3	31	3	6	8	2	12	0.5515	0.1928	0	0.563909774	7.00E-11	144	186	532	0	1	1	0	0.092849312	0	34.5	9.260612735
At_F0242	AT2G16810	3	3	16	1	0	5	0	0	2	0	3	0.3751	0.6485	0	0.337837838	1.30E-12	41	82	296	0	1	0	0	0.061271676	0	31.8	9.28941658
At_F0636	AT5G56560	4	0	0	0	2	9	0	0	3	3	3	0.8787	0.1354	1	0.657894737	2.70E-07	5	46	608	0	0	3	1	0.041184971	0	20.1	9.345806366
At_F0643	AT5G39460	3	1	0	0	0	17	0	0	5	0	12	0.4437	0.2012	0	0.34965035	0.18	12	53	572	0	0	0	0	0.061366354	0	48.3	9.366639761
At_F0281	AT4G09870	4	0	0	0	1	5	0	0	5	0	0	0.5034	0.3763	0	0.295857988	5.50E-09	2	44	338	0	1	0	0	0.047319115	0	23.6	9.394096686
At_F0268	AT1G31080	3	2	0	1	0	5	0	0	0	0	5	0.6194	0.2719	0	0.280898876	3.00E-10	8	51	356	0	1	0	0	0.048998405	0	22.6	9.414568522
At_F0028	AT5G41510	3	2	0	0	0	18	1	0	10	0	7	0.6838	0.1734	0	0.498753117	9.20E-11	4	46	401	0	1	0	0	0.043083516	0	24.5	9.442663124
At_F0597	AT1G66300	4	0	0	0	2	6	0	0	4	0	2	0.7872	0.1877	1	0.437636761	6.70E-08	31	76	457	0	0	1	1	0.239495715	0	75.8	9.468073982
